,Unnamed: 0,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
98,98,Musicworld,Spread Nature green,EARTH,False,2022-06-14 15:07:18,"Magical Misty Mornings, Swamp Deer urf BaraSingha. #wildlife https://t.co/ODEQWGB9bG","[{'text': 'wildlife', 'indices': [51, 60]}]",Twitter for Android,0
99,99,Neha Vari ( नेहा वारी ),figuring out..,,False,2022-06-14 11:24:53,"Sights of nilgai, deer, barasingha, several birds, snakes (rainy season) and different kind of reptiles were so common when going to school in school bus.

I miss being there.",,Twitter Web App,0
100,100,Filipeanut,"Artist for @PHwildlifeart & @Filipinofoodart. Photos or drawings of my thoughts & travels. All views are mine, unless you agree with them, then they're ours.",PH-US,False,2022-06-23 14:07:16,"The Pilandok or Philippine mouse-deer tricks those who want to destroy the environment. It also tricks the colonizer, taking advantage of its seemingly “small” stature to trick an attacker via it’s own biased perceptions… https://t.co/foH8MBmZ9Q https://t.co/kjzWPd5u3e",,Twitter for iPhone,0
101,101,Frase Jonco,Pinoy. Global citizen.,,False,2022-06-22 01:58:30,"Thought to have been extinct for 20 years, the Philippine brown deer is now sighted roaming the mountains of the island-province of #Marinduque . https://t.co/m2AKHtq1Up",,Twitter for iPhone,0
102,102,Rip_Van_Winkle,"I play Drums for @ElFamiliaBand 4649

https://t.co/tH7BgMqO08",,False,2022-06-23 09:44:40,I find it weird that SG nature reserve are small but its hard to find a Sambar Deer,,Twitter for Android,0
103,103,Hirakud WL Division,"Official Twitter handle of DFO Hirakud Wildlife Division, Bargarh-Sambalpur",Bargarh,False,2022-06-22 12:55:35,"Did you know that the Sambar Deer freezes instantly when disturbed. 
Meet the State Animal of Odisha at Debrigarh Nature Camp 🏕 
Log onto: https://t.co/u5x2DWyN9B

PC: Kisalaya Das Scientist &amp; Visitor
#DebrigarhWLS #HirakudWildlifeDivision 
@CMO_Odisha
@Vkpandianfancl1 https://t.co/B0EP1q38d3",,Twitter for Android,0
104,104,Hans Solo,"We just try to share the truth&a little bit opinion,just eat delicious food ,not just basic nutrition,to stay alive and enjoy it to pursue of happiness",BRing THE TruTh THROUGH a picture,False,2022-06-22 11:49:01,Wild sambar #deer seen in #Singapore's Central Catchment #Nature Reserve https://t.co/wGhtZYGIDx,"[{'text': 'deer', 'indices': [12, 17]}, {'text': 'Singapore', 'indices': [26, 36]}, {'text': 'Nature', 'indices': [57, 64]}]",Twitter Web App,0
105,105,Guangming Daily,Follow us to discover beautiful landscapes and typical lifestyles in China.,"Beijing, China",True,2022-06-22 09:50:55,"Wild sambar deer are pictured in #Singapore's Central Catchment Nature Reserve on June 20, 2022. #wildlife https://t.co/4rAYETSwAv","[{'text': 'Singapore', 'indices': [33, 43]}, {'text': 'wildlife', 'indices': [97, 106]}]",Twitter Web App,1
106,106,Frase Jonco,Pinoy. Global citizen.,,False,2022-06-22 01:58:30,"Thought to have been extinct for 20 years, the Philippine brown deer is now sighted roaming the mountains of the island-province of #Marinduque . https://t.co/m2AKHtq1Up",,Twitter for iPhone,0
107,107,macarangatweets,"We report on the environment in Malaysia ~ @yaohualaw & @slwong_writes | Retweets, likes are not endorsements",Malaysia,False,2022-06-21 22:50:11,"Royal Belum tigers have a chance of increasing in numbers thanks to intense patrols, adequate sambar deer prey and now in the works, extended habitat with transboundary park proposal with protected areas in Thailand. #conservation #conservationoptimism #tigers https://t.co/1EnzUlv2Nd",,Twitter for iPhone,8
108,108,World Tourism Alliance,"The World Tourism Alliance is a China-initiated global, nonprofit NGO created to uphold the vision of a ""Better Tourism, Better World, Better Life."" #travel","Beijing, China",False,2022-06-20 17:00:53,"Kanha National Park, the largest in Central India, is a teeming wildlife haven. W/ more than 100 Bengal tigers, it's the perfect place to spot the big cats in their natural habitat.  While there, you can also spot leopards, sloth bears, sambar &amp; the near-extinct barasingha deer. https://t.co/k32FrQfcit",,Buffer,0
109,109,MustShareNews,News for Singapore's social media generation! 🇸🇬,Singapore,False,2022-06-20 09:30:00,"A Sambar Deer captured on camera at Central Catchment Area recently excited nature lovers. 

https://t.co/bM1HcuJ12p https://t.co/7hiiRoFWUs",,Twitter Web App,0
110,110,Torm28,My Name torm a Another of Me,,False,2022-06-20 07:22:55,"India's modern mammals there's the Asian elephant Nilgai Indian Rhinoceros Gaur water buffalo Barashinga Sambar Deer and Indian Wild boar 

#India #Animals #elephants #Mammals #Gaur #Waterbuffalo #Nilgai #Barashinga #Indianwildboar #Sambardeer #Indianrhino https://t.co/lVKOMMwad2",,Twitter for Android,1
111,111,PowerKids,"Powerkids is a fun filled channel for Kids and Family.  Watch Amazing Animated Series and Movies of Jungle Book, Peter Pan,Lassie,Robin Hood and many more.",Ireland,False,2022-06-20 06:55:44,"Watch popular English story Mowgli And Sambar deer on powerkids channel. Don't forget to visit us at https://t.co/Gevl1NmPil
#junglebook #junglebookrhyme #rhymesforkids  #cartoonchannel #cartoonshow #Subscribe  #junglebookrhyme #millionview
https://t.co/1IuvIUvZv3",,Twitter for Android,0
112,112,lonko visje,KANKER TWITTER!!,je kruipruimte,False,2022-06-22 13:49:03,"@GenexixKing97 @dry_sack @AJEnglish Baboon
Bonobo
Bison
Buffalo
Beluga
Bharal
Black bear
Blackbuck
Barasingha
Bonin flying fox
Barbary sheep
Brown capuchin
Bat
Bottleneck dolphon
Bighorn sheep

And these are just some mammals that start with a B. Here some more:
Beetle
Bluegill sunfish
Black frog
Blowfly
Box crab",,Twitter for Android,0
113,113,GeekysCorner,I draw on my main @GeekyTheArtist • I'm asexual biromantic and go by any pronouns under the sun • I joke around here to avoid my crippling anxiety,Gay Land With The Bois,False,2022-06-22 02:10:46,"Australian Sea Lion, Barasingha, Barbary Sheep, Beluga, Bharal, Bighorn Sheep, Black Bear, Black Buck, Black Footed Rock Wallaby, Black Tailed Deer, Bonin Flying Fox, Bonnet Macaque, Bonobo, Bottlenose Dolphin, Bowhead Whale, Brazilian Guinea Pig, Bridled Dolphin, Brown Bear,",,Twitter for Android,0
114,114,Kaye Menner,KAYE MENNER PHOTOGRAPHY -  #GiftIdeas #FineArt #WallArt #Photography for sale:  #Prints #Canvas #Framed #Metal #Acrylic #Products - reasonable prices,"Sydney, Australia",False,2022-06-20 02:37:22,#Barbary #Sheep Long Hair by #Kaye_Menner #Photography Qlty Prints Products at: https://t.co/u5GaLhMwsC https://t.co/XRDBidsR2w,"[{'text': 'Barbary', 'indices': [0, 8]}, {'text': 'Sheep', 'indices': [9, 15]}, {'text': 'Kaye_Menner', 'indices': [29, 41]}, {'text': 'Photography', 'indices': [42, 54]}]",CurrawongAutotweeter,1
115,115,Kaye Menner,KAYE MENNER PHOTOGRAPHY -  #GiftIdeas #FineArt #WallArt #Photography for sale:  #Prints #Canvas #Framed #Metal #Acrylic #Products - reasonable prices,"Sydney, Australia",False,2022-06-20 02:20:20,Male #Barbary #Sheep by #Kaye_Menner #Photography Quality Prints Cards Products at: https://t.co/csfVkb7RrV  https://t.co/JEwi3JYQB2,"[{'text': 'Barbary', 'indices': [5, 13]}, {'text': 'Sheep', 'indices': [14, 20]}, {'text': 'Kaye_Menner', 'indices': [24, 36]}, {'text': 'Photography', 'indices': [37, 49]}]",CurrawongAutotweeter,1
116,116,Kaye Menner FineArt,My #FineArt #Photography and #DigitalArt for all to view.,"Sydney, Australia",False,2022-06-19 00:35:32,Male #Barbary #Sheep by #Kaye_Menner #Photography Quality Prints Cards Products at: https://t.co/R8T5IH5fmy https://t.co/lRxVZ6gHan,"[{'text': 'Barbary', 'indices': [5, 13]}, {'text': 'Sheep', 'indices': [14, 20]}, {'text': 'Kaye_Menner', 'indices': [24, 36]}, {'text': 'Photography', 'indices': [37, 49]}]",KMennerFineArt assistance,0
117,117,Bryan,"Writer/YouTuber/VTuber/Twitch Streamer, unsung, but one of the great gems. #Youtuber #Vtuber #ENVtuber #pngtuber #TwitchStreamer","Ontario, Canada",False,2022-06-18 15:09:13,"Barbary sheep in fiction, very cool. #Vtuber #ENVtuber #pngtuber #VtuberWatches #KimbaTheWhiteLion https://t.co/8IWDzbDlQI","[{'text': 'Vtuber', 'indices': [37, 44]}, {'text': 'ENVtuber', 'indices': [45, 54]}, {'text': 'pngtuber', 'indices': [55, 64]}, {'text': 'VtuberWatches', 'indices': [65, 79]}, {'text': 'KimbaTheWhiteLion', 'indices': [80, 98]}]",Twitter Web App,0
118,118,dtlarts,"Artist 🎨✏🖌
Fine Art
Portraits 
Pet Portraits",,False,2022-06-17 11:07:20,"Happy Friday everyone!
Finally time to show my Barbary Sheep painting.
It is 16""×20"" oil painting on oil primed canvas board.

It is available for purchase. Please contact me if interested. https://t.co/3VleuzCskC",,Twitter for Android,0
119,119,Botamistic,Created by @saveturner,,False,2022-06-15 19:03:35,"@ewoodcox, you are a self-disciplined Barbary Sheep. Remember, you are deeply fulfilled with who you are.",,"Cheap Bots, Done Quick!",0
120,120,G36C tumnus,Neil deGrasse Tyson is bunk,,False,2022-06-23 02:06:01,There’s European bison my life is a lie,,Twitter for iPhone,0
121,121,Alabama Public Television,Learn Something New Everyday,Birmingham,False,2022-06-22 19:18:01,"""Return of the Titans"" -- tonight at 10pm on EUROPE'S NEW WILD. In the Carpathian mountains, nature is being given a helping hand -- the reintroduction of European Bison and the spread of the grey wolf across the continent signal a wildlife comeback. https://t.co/lV33SpRDWG",,Sprout Social,0
122,122,Niki Messmore,"Interests: Student Affairs, Medical Education, Service-Learning, Social Justice. #1stGenLowSESgrad|Opinions mine | She/her | Venmo: Niki-Messmore",Indiana,False,2022-06-22 15:01:07,"2. On the riverside downtown is Owamni by @the_sioux_chef. Decolonized restaurant w/ no ingredients that European colonizers brought (flour, etc). Had dinner there - so good. Bison taco spicy, wild rice happy, sunflower seed dessert yum, drinks so good. https://t.co/Ox4G92FpSU",,Twitter for iPhone,0
123,123,GeekysCorner,I draw on my main @GeekyTheArtist • I'm asexual biromantic and go by any pronouns under the sun • I joke around here to avoid my crippling anxiety,Gay Land With The Bois,False,2022-06-22 02:17:28,"Cotton Top Tamarin, Crab Eating Macaque, Crested Black Macaque, Dall's Sheep, Daubenton's Bat, Domestic Dog, Donkey, Doria's Tree Kangaroo, Dugong, Dwarf Cavy, Dwarf Mongoose, Eastern Cottontail Rabbit, Eastern Grey Kangaroo, Elk, Euro (Wallaroo Subspecies), European Bison,",,Twitter for Android,0
124,124,🕸Баба ЛешијⒶ♿️🪲📚☕🏴,"she/they🪆
Lokean🎃
Artist🎨
Anarchist🐈‍⬛
Autistic🕷
Goth/Punk🦇
Beginner Gardener🌱
Chronic Illness🥄
Hopeless Millennial🥑
Mutant⊗
𝑨𝑪𝑨𝑩","Vukojebina, Ohio",False,2022-06-22 00:43:36,"@JeffreySkarski @adamTHX1138 It's weird I legit just finished watching this video, come onto twitter afterwards, &amp; see your tweet, lmao.

It's a rewilding program of the European Bison that's taking place in several countries. But yes, they are native to Europe. :D

https://t.co/up3P4fZLq0",,Twitter Web App,0
125,125,Gayass Gearhead,"I’m a car, ship, plane, and AFV enthusiast :) priv @FGPrivateuwu",he/him bi ,False,2022-06-21 14:03:51,@LoekVV_ There are European bison,,Twitter for iPad,0
126,126,Igoronovsk,"Usar @ecosia é simplesmente incrivel mano, imagina plantar arvores por estar no computador a pesquisar",,False,2022-06-21 08:20:20,"The Return of the Bison: Europe’s Largest Wild Animal https://t.co/SLbFcOMN1e 
Once again Mossy Earth with a great video, this time helping the mighty and majestic european Bison",,Twitter Web App,1
127,127,WilderUtopia,"Publisher on environment, sustainability, Earth wisdom, folklore. The surdo pounds, woodpecker cackles. Literary: @JackEidt Podcast: @EcoJusticeRadio","Los Angeles, California",False,2022-06-20 23:33:55,"Before European colonizers arrived, bison/buffalo roamed freely, maybe 60 million, covering terrain extending from North Carolina to California, southward to Mexico and northward to Canada, all the while balancing the broader ecosystem.
https://t.co/G5g0UaNNPK",,TweetDeck,1
128,128,Silence,Nothing and Everything,,False,2022-06-20 22:30:21,@ViridianAnael the usa just has an absurd amount of corn overproduction bcs in settler colonising the great plains vast numbers of free bison &amp; buffalo were killed and replaced with imported european cattle and contingently the wildgrass which was previously grown to support these,,Twitter for Android,0
129,129,Steve Jones,,"Falmouth, Ventnor, England etc",False,2022-06-20 13:27:11,"@woodlandbirder @some_yeo @pgreenfielduk @inkcapjournal @CoreenmGrant @PeteMRCooper I'm pretty sure a One Plan Approach has been adopted for European Bison, with the European Biodiversity Bank (wrong name?) being used to manage the transport of large animals between rewilding sites? In that sense, a 50,000ha site might be big enough for trophic rewilding",,Twitter Web App,0
130,130,surhyun. | ia yata,she/her | not a minor,rv | mmm | idle,False,2022-06-23 19:16:37,up all night lets gaur,,Twitter for Android,0
131,131,DerpTrades,my pronouns are de/gen,,False,2022-06-23 19:11:51,@GaurMoney @BurntCanvas @evolutionxeco Is Gaur a Tarot fork?,,Twitter for iPhone,0
132,132,Anmol Saxena - 3:10 AM ✨,I interact a lot 💗 | M.pharm (pharmaceutics) ||Demisexual - Sapiosexual | 23 |,"Greater Noida, India",False,2022-06-23 19:11:02,"@healing__monk Greater Noida, gaur Yamuna City",,Twitter for Android,0
133,133,Gaur Money,"Algo-rock your world with $GAUR while getting exposure to $ETH only on @cronos_chain

👉 https://t.co/8BchLAH9IK

$GAUR $GSHARE $GBONDS $xGAUR",,False,2022-06-23 18:59:06,"You can now deposit, borrow and leverage your GAUR-WETH LPs on @evolutionxeco’s leveraged lending protocol! You can also lend $GAUR and $ETH for very juicy APR! 

https://t.co/OZCsrIvuql

#GaurMoney #Evolve #Cronos #CronosChain #Crofam #leverage #Ethereum #ETH https://t.co/h6WrkyHNwQ",,Twitter for iPhone,1
134,134,Gaurav Shetty,follow on Instagram gaur.av_iation for more frequent pictures 😁,,False,2022-06-23 18:45:01,@Deaphen @DelhiAirport Nice ! YMA is quite a common visitor to Cochin usually. Abu Dhabi Cochin all the time! Owned by falcon aviation services I believe,,Twitter for iPhone,0
135,135,SSB Hookup Bot,"This robot posts randomly generated pairings and hookups starring Super Smash Bros characters every 10 minutes. 
 
Made with https://t.co/XpDujaprri",,False,2022-06-23 18:35:58,Young Link &amp; Ike go to Gaur Pain for a b e a utiful date.,,"Cheap Bots, Done Quick!",0
136,136,jen (^♡^)⁷,#정호석 #HOSEOK: world’s best sunshine since ‘94,"jen/gigi, any pronouns",False,2022-06-23 18:30:21,@dilfdata okok i asked isaac bc they saw a pic of him first 😭 but ill convince him not to gaur,,Twitter for iPhone,0
137,137,Anubhav Chauhan,Banker by profession..,"लखनऊ, भारत",False,2022-06-23 18:25:21,@alashshukla @TheOfficialSBI @DFS_India @FinMinIndia @idesibanda @gaur_madhubala @luckydubey123 @iSourabhMishra @BankerDihaadi @SinghForSewa03 @tiwariaditi0909 @NehaSinghGahlot @ipraveenjaiswaa @iPiyushPrakash I request everyone ki plz keep on sharing ur issues with near and dear ones lyf is very precious or bank ko bina or bank ke bahr b jeewan h. Bank is not the lost resort. Jb pareshan ho jae ankh bnd krke apne pariwar ke baare soche. RIP🙏,,Twitter for Android,0
138,138,WW,eighteen. reads and rantz —,AUs,False,2022-06-23 18:23:59,tnx naman at may sequel T—T let's gaur !!,,Twitter for Android,0
139,139,Amit,,,False,2022-06-23 18:21:01,"@alashshukla @TheOfficialSBI @DFS_India @FinMinIndia @idesibanda @gaur_madhubala @luckydubey123 @iSourabhMishra @BankerDihaadi @SinghForSewa03 @tiwariaditi0909 @NehaSinghGahlot @ipraveenjaiswaa @iPiyushPrakash @PMOIndia  @nsitharaman 
@nsitharamanoffc 
@RBI 
@IBOF_AIBOA 
@Bankers_We 
@UFBUIndia 
@DFS_India 
@ChVenkatachalam 
@ChairmanIba 
The condition of bankers is deteriorating day by day
What are you doing for banking sector?
Staff is put in tremendous   pressure
Sab ke sab dub maro",,Twitter for Android,0
